id,name,legacy_id,email,phone,url,fax,industry,accountType,contacts,contact,territory,tags,address_1,address_2,address_3,city,state,postalCode,country,Population,"Project Lead Assigned",Competitor(s)
725-accounts,"Village of Oswego, IL",,,,,,,"New Customer","1601-contacts, 1705-contacts","Joe Renzetti",,,"100 Parkers Mill",,,Oswego,IL,60543,US,31672,,
729-accounts,"City of Paris, AR",,,,,,,"New Customer",1613-contacts,"Marlena Simmons",,,,,,Paris,AR,,US,,,
733-accounts,"City of Keokuk IA",,,,,,,"New Customer","1617-contacts, 1621-contacts","Carl Lawson",,,,,,Keokuk,IA,,US,,,
737-accounts,"City of Abilene, KS",,,,,,,"New Customer","1625-contacts, 1681-contacts","Jeremiah Wickstrom",,,"601 NW 2nd",,,Abilene,KS,67410,US,,,
741-accounts,"County of McHenry, IL",,,"+1 8153344000",,,,"New Customer","1641-contacts, 1777-contacts","Donald Gray",,,"2200 N. Seminary Ave.",,,Woodstock,IL,60098,US,,,
745-accounts,"Village of Berkeley, IL",,,,,,,"New Customer","1645-contacts, 1745-contacts","Brandiss West",,,,,,Berkeley,IL,,US,5231,,
749-accounts,"City of Ashland, KY",,,"+1 6063272008",,,,"New Customer","1653-contacts, 1657-contacts, 17121-contacts","Jason Smith",,,"1700 Greenup Ave.",,,Ashland,KY,41105,US,21407,,
753-accounts,"Buckeye Hills-Hocking Valley Reg. Dev. Dist.",,,,,,,"New Customer",1661-contacts,"Bret Allphin",,,,,,Reno,OH,,US,,,
757-accounts,"City of Urbana, OH",,,"+1 9376524300",,,,"New Customer","1965-contacts, 25605-contacts, 25609-contacts","Chad Hall",,,"205 S. Main St.",,,Urbana,OH,43078,US,11639,,
761-accounts,"County of Owen, IN",,,,,,,"New Customer",1673-contacts,"Mike Priddy",,,"60 S. Main St.",,,Spencer,IN,47460,US,,,
765-accounts,"City of Sarasota, FL",,,"+1 9413652200",,,,"New Customer",1677-contacts,"Mike DelRossi",,,"1565 1st St.",,,Sarasota,FL,34236,US,52811,,
769-accounts,"City of Greenfield, OH",,,,,,,"New Customer","1693-contacts, 33885-contacts","Ron Coffey",,,"300 Jefferson St.",,,Greenfield,OH,45123,US,4562,,
773-accounts,"City of Waterville, OH",,,,,,,"New Customer","1697-contacts, 1701-contacts, 3121-contacts","Kenny Blair",,,"25 N. 2nd St.",,,Waterville,OH,43566,US,5502,,
777-accounts,"City of Brookville, OH",,,,,,,"New Customer","1709-contacts, 2433-contacts","John Wright",,,"301 Sycamore St.",,,Brookville,OH,45309,US,5873,,
781-accounts,"City of Trenton, IL",,,,,,Municipality,"New Customer","1785-contacts, 45805-contacts, 46441-contacts","Doug Brimm",,,,,,Trenton,IL,,US,"2,700",,
785-accounts,"Miami Valley Regional Planning Commission",,,"+1 9372236323",,,,"New Customer","1793-contacts, 31373-contacts","Matt Lindsay",,,"1 S. Main St., Suite 260",,,Dayton,OH,45402,US,,,
789-accounts,"City of Harrisonburg, VA",,,"+1 5404327701",,,,"New Customer",2197-contacts,"Ms. Thanh Dang",,,"345 S. Main St.",,,Harrisonburg,VA,22801,US,50981,,
793-accounts,"City of Blue Ash, OH",,,"+1 5137458500",http://www.blueash.com/,,Municipality,"New Customer","2205-contacts, 8741-contacts, 8745-contacts, 68773-contacts, 69137-contacts","David Waltz",,,"4343 Cooper Rd.",,,"Blue Ash",OH,45242,US,"12,114",,
797-accounts,"Beck's Hybrid Seeds",,,,,,,"New Customer",2209-contacts,"Brooke Gajownik",,,"6767 E. 276th St.",,,Atlanta,IN,46031,US,,,
801-accounts,"American Structurepoint",,,,,,,"New Customer",2213-contacts,"Tony Valasek",,,"7260 Shadeland Station",,,Indianapolis,IN,46256,US,,,
805-accounts,"city of test",,,,,,,"New Customer",,,,,,,,,,,,,,
809-accounts,"City of Berthoud",,,,,,Municipality,"New Customer","2317-contacts, 12025-contacts","Micheal Hart",,,,,,,,,,,,
813-accounts,"City of Glendale, CO",,jpeters@glendale.co.us,,,,Municipality,"New Customer","11329-contacts, 12029-contacts","Jerry Peters",,,,,,,,,,4992,,
821-accounts,"City of Worthington, OH",,,,https://www.worthington.org/,,Municipality,"New Customer","2469-contacts, 68109-contacts, 68513-contacts, 68565-contacts","Bill Watterson",,,"380 Highland Ave.",,,Worthington,OH,43085,US,"13,575",,
825-accounts,"Clark Construction",,,,,,Construction,"New Customer",2477-contacts,"Jennifer Hsin",,,,,,"Northern Virginia",VA,,US,,,
829-accounts,"Charles Vrana & Sons",,,,,,,"New Customer",2481-contacts,"Troy Perry",,,,,,Omaha,NE,,US,,,
833-accounts,"Sampson Construction",,,,,,,"New Customer",,,,,,,,Lincoln,NE,,US,,,
837-accounts,"Village of Heyworth, IL",,,,,,,"New Customer",3161-contacts,"David Shafer",,,"108 S. Buchanan St.",,,Heyworth,IL,61745,US,,,
841-accounts,"City of Pontiac, IL",,,,,,,"New Customer",2805-contacts,"Brian Verdun, P.E.",,,"115 W. Howard St.",,,Pontiac,IL,61764,US,11828,,
845-accounts,"Village of New Albany, OH",,,,,,,"New Customer","2997-contacts, 5525-contacts, 54501-contacts, 54521-contacts, 54589-contacts","Joe Stefanov",,,"99 W. Main St.",,,"New Albany",OH,43054,US,8507,,
849-accounts,"Village of Carlisle, OH",,,,,,,"New Customer",3001-contacts,"Sherry Callahan",,,"760 W. Central Ave.",,,Carlisle,OH,45005,US,5000,,
853-accounts,"City of Monroe, OH",,,,,,,"New Customer","3057-contacts, 9877-contacts, 9881-contacts, 9885-contacts","Bill Brock",,,"233 S. Main St.",,,Monroe,OH,45050,US,12844,,Tyler/EnerGov
857-accounts,"City of Salem, IN",,,"+1 8128832401",http://www.cityofsalemohio.org/,,Municipality,"New Customer","3073-contacts, 3077-contacts, 3081-contacts, 3085-contacts, 59161-contacts, 81269-contacts, 81273-contacts, 81277-contacts, 81281-contacts","David Bower",,,"201 E. Market Street",,,Salem,IN,47167,US,"6,319",,
861-accounts,"County of La Porte, IN",,,,,,,"New Customer","3089-contacts, 33811-contacts","Mitchell Bishop",,,"555 Michigan Ave, Ste 203",,,"La Porte",IN,46350,US,,,
865-accounts,"Tri-County Regional Planning Commission",,,,,,,"New Customer",3093-contacts,"Nick Hayward",,,"456 Fulton St. Ste 401",,,Peoria,IL,61602,US,,,
869-accounts,"Town of Veedersburg, IN",,townofveedersburg@gmail.com,,,,,"New Customer","3097-contacts, 8781-contacts","Ken Smith",,,"100 S. Main St.",,,Veedersburg,IN,47987,US,2169,,
873-accounts,"City of Casey, IL",,,,,,Municipality,"New Customer","3105-contacts, 46429-contacts","Shelby Biggs",,,"108 E. Main St.",,,Casey,IL,62420,US,"2,752",,
877-accounts,"City of Dayton, OH",,,,,,,"New Customer","3113-contacts, 5329-contacts, 31345-contacts","Steve Finke, P.E.",,,"101 W. 3rd St.",,,Dayton,OH,45401,US,143355,,
881-accounts,"City of Altoona, WI",,,,,,,"New Customer",2549-contacts,"David Walter",,,,,,Altoona,WI,,US,7056,,
885-accounts,"City of Madeira, OH",,,,,,,"New Customer","3141-contacts, 39793-contacts","Tom Moeller",,,"7141 Miami Ave.",,,Madeira,OH,45243,US,8809,,
889-accounts,"Tri-County Conservancy District",,,,,,,"New Customer",3109-contacts,"Tess Cutshaw",,,"170 N. Perry Rd.",,,Plainfield,IN,46168,US,,,
893-accounts,"City of Shawano, WI",,,,,,,"New Customer",2609-contacts,"Eddie Sheppard",,,,,,Shawano,WI,,US,,,
897-accounts,"Temp Account 1",,,,,,,"New Customer",3417-contacts,"Temp contact 1",,,,,,,,,,,,
901-accounts,"City of Springfield, CO",,,,,,,"New Customer","3421-contacts, 24085-contacts, 24229-contacts","Homer Simpson",,,,,,Springfield,CO,,US,"1,451",,
905-accounts,"Temp Account 2",,,,,,Municipality,"New Customer",3425-contacts,"John Smith",,,"999 Main St",,,Springfield,IL,68507,US,,,
909-accounts,"Town of Stonington, CT",,,,http://www.stonington-ct.gov/,,Municipality,"New Customer","3569-contacts, 88297-contacts","Barbara McKrell",,,,,,Stonington,CT,06378,US,"18,545",,
913-accounts,"Town of Litchfield, CT",,,,http://www.townoflitchfield.org/Pages/index,,Municipality,"New Customer",3537-contacts,"Jack Healy",,,,,,Litchfield,CT,06759,US,"1,232",,
917-accounts,"City of Holly",,,,,,Municipality,"New Customer","3429-contacts, 17525-contacts","Marsha Willhite",,,,,,Holly,CO,,US,,,
921-accounts,"Town of Newtown, CT",,,,http://www.newtown-ct.gov/,,Municipality,"New Customer",3541-contacts,"Fred Hurley",,,,,,Newtown,CT,06470,US,"27,560",,
925-accounts,"City of Groton, CT",,,,http://www.cityofgroton.com/default.asp,,Municipality,"New Customer",3489-contacts,"Tim Umrysz",,,,,,Groton,CT,06340,US,"39,907",,
929-accounts,"City of Derby, CT",,,,"http://electronicvalley.org/derby/, https://www.google.com/maps/place/1+Elizabeth+St,+Derby,+CT+06418/@41.3194937,-73.0890808,17z/data=!3m1!4b1!4m2!3m1!1s0x89e7e077c0088625:0x7b3ad93b3f4fbe2e?hl=en",,Municipality,"New Customer",3485-contacts,"Anthony Defala",,,"1 Elizabeth Street",,,Derby,CT,06418,US,"12,801",,
933-accounts,"City of Ansonia, CT",,,,http://www.cityofansonia.com,,Municipality,"New Customer",3481-contacts,"Doug Novak",,,"253 Main Street",,,Ansonia,CT,06401,US,"19,249",,
937-accounts,"City of Hotchkiss",,,,,,Municipality,"New Customer",3433-contacts,"Leonard McCulloch",,,,,,Hotchkiss,CO,,US,,,
941-accounts,"City of Fraser",,,,,,Municipality,"New Customer","3437-contacts, 17789-contacts, 18201-contacts, 24077-contacts","Allen Nordin",,,,,,Fraser,CO,80442,US,"1,224",,
945-accounts,"City of La Salle, CO",,,,,,Municipality,"New Customer",3441-contacts,"Barry Schaeffer",,,,,,"La Salle",CO,80645,US,,,
949-accounts,"Town of East Hampton, CT",,,,http://www.easthamptonct.gov/Pages/EastHamptonCT_WebDocs/departments,,Municipality,"New Customer",3525-contacts,"Phil Sissick",,,,,,"East Hampton",CT,06424,US,"13,352",,
953-accounts,"Town of Durham, NH",,,,http://www.ci.durham.nh.us/,,Municipality,"New Customer","7041-contacts, 7045-contacts","Todd Selig",,,,,,Durham,NH,03824,US,"12,664",,
961-accounts,"City of Cedaredge",,,,,,,"New Customer","3445-contacts, 24013-contacts, 24289-contacts","Kathleen Ann Sickles",,,,,,Cedaredge,CO,81413,US,"2,253",,
965-accounts,"Town of Clinton, MA",,,,http://www.clintonma.gov/default.htm,,Municipality,"New Customer","6497-contacts, 6501-contacts","Mike Ward",,,,,,Clinton,MA,01510,US,"8,159",,
969-accounts,"Town of Rutland, MA",,,,http://www.townofrutland.org/Pages/RutlandMA_WebDocs/departments,,Municipality,"New Customer",3557-contacts,"Gary Kellaher",,,,,,Rutland,MA,01543,US,"7,973",,
973-accounts,"Town of Pepperell, MA",,,,http://www.pepperell-mass.com/,,Municipality,"New Customer",3545-contacts,"Kenneth Kalinowski",,,,,,Pepperell,MA,01463,US,"11,142",,
977-accounts,"Town of Hopkinton, MA",,,,http://www.hopkintonma.gov/,,Municipality,"New Customer","3529-contacts, 3533-contacts","John Westerling",,,,,,Hopkinton,MA,01748,US,"13,346",,
981-accounts,"Town of Topsfield, MA",,,,http://www.topsfield-ma.gov/,,Municipality,"New Customer","3573-contacts, 3577-contacts","Kellie A. Hebert",,,,,,Topsfield,MA,01983,US,"6,141",,
989-accounts,"City of Hudson, CO",,,,http://cityofhudson.org/content,,Municipality,"New Customer","3449-contacts, 24009-contacts","Ron Allen",,,,,,Hudson,CO,80642,US,"2,356",,
993-accounts,"Town of Belchertown, MA",,,,http://www.belchertown.org/,,Municipality,"New Customer","3501-contacts, 3505-contacts","Gary Brougham",,,,,,Belchertown,MA,01007,US,"14,649",,
997-accounts,"Town of Dennis, MA",,,,http://www.town.dennis.ma.us/Pages/index,,Municipality,"New Customer","3513-contacts, 3517-contacts","Richard White",,,,,,Dennis,MA,02660,US,"15,973",,
1001-accounts,"Town of Ayer, MA",,,,http://www.ayer.ma.us/pages/index,,Municipality,"New Customer","3493-contacts, 3497-contacts","Robert Pontbriand",,,,,,Ayer,MA,01432,US,"7,287",,
1005-accounts,"Town of Sandwich, MA",,,,http://www.sandwichmass.org/,,Municipality,"New Customer","3561-contacts, 3565-contacts","Paul Tilton",,,,,,Sandwich,MA,02563,US,"20,136",,
1009-accounts,"Town of Provincetown, MA",,,,http://www.provincetown-ma.gov/,,Municipality,"New Customer","3549-contacts, 3553-contacts","Dave Gardner",,,,,,Provincetown,MA,02657,US,"2,994",,
1013-accounts,"City of Silt",,,,,,Municipality,"New Customer","3461-contacts, 11041-contacts","Gerry Pace",,,,,,Silt,CO,81652,US,"2,930",,
1017-accounts,"Town of Nahant, MA",,,,http://www.nahant.org/default.shtml,,Municipality,"New Customer","3473-contacts, 3477-contacts","Mark Cullinan",,,,,,Nahant,MA,01908,US,"3,632",,
1021-accounts,"City of Meeker",,,,,,Municipality,"New Customer",3469-contacts,"Russell Overton",,,,,,Meeker,CO,,US,"2,475",,
1029-accounts,"City of Bennett, CO",,,,,,Municipality,"New Customer","3585-contacts, 11541-contacts","Trish Stiles",,,,,,Bennett,CO,,US,,,
1033-accounts,"Town of Westborough, MA",,,,http://www.town.westborough.ma.us/Public_Documents/index,,Municipality,"New Customer",3593-contacts,"John Walden",,,,,,Westborough,MA,01581,US,"17,997",,
1037-accounts,"Town of Wilbraham, MA",,,,http://www.wilbraham-ma.gov/,,Municipality,"New Customer","3597-contacts, 3601-contacts, 87925-contacts","Robert Weitz",,,,,,Wilbraham,MA,01095,US,"14,868",,
1041-accounts,"Town of Falmouth, MA",,,,http://www.falmouthmass.us/,,Municipality,"New Customer","3605-contacts, 3609-contacts","Raymond Jack",,,,,,Falmouth,MA,02540,US,"32,660",,
1045-accounts,"Town of Ipswich, MA",,,,http://www.town.ipswich.ma.us/,,Municipality,"New Customer","3613-contacts, 3617-contacts, 66115-contacts","Robin Crosbie",,,,,,Ipswich,MA,01938,US,"12,987",,
1049-accounts,"Town of Winchendon, MA",,,,http://www.townofwinchendon.com/Pages/index,,Municipality,"New Customer","3621-contacts, 3625-contacts, 84649-contacts","Jim Kreidler",,,,,,Winchendon,MA,01475,US,"9,611",,
1053-accounts,"Town of Hopedale, MA",,,,http://www.hopedale-ma.gov/Public_Documents/index,,Municipality,"New Customer","3633-contacts, 3637-contacts","Timothy Watson",,,,,,Hopedale,MA,01747,US,"5,907",,
1057-accounts,"City of Buena Vista, CO",,,,,,Municipality,"New Customer",3629-contacts,"Richard Landreth",,,,,,"Buena Vista",CO,,US,,,
1061-accounts,"Town of Marshfield, MA",,,,http://www.townofmarshfield.org/,,Municipality,"New Customer","3641-contacts, 3645-contacts","Rocco Longo",,,,,,Marshfield,MA,02050,US,"24,324",,
1065-accounts,"Town of Williamstown, MA",,,,http://williamstown.ws/,,Municipality,"New Customer","3649-contacts, 3653-contacts","Peter L. Fohlin",,,,,,Williamstown,MA,01267,US,"8,424",,
1069-accounts,"Town of Salisbury, MA",,,,http://www.salisburyma.gov/index.html,,Municipality,"New Customer","3657-contacts, 3661-contacts, 59897-contacts","Neil J. Harrington",,,,,,Salisbury,MA,01952,US,"8,283",,
1073-accounts,"Town of Jaffrey, NH",,,,http://town.jaffrey.nh.us/Pages/index,,Municipality,"New Customer","3665-contacts, 3669-contacts","David Caron",,,,,,Jaffrey,NH,03452,US,"5,476",,
1077-accounts,"Town of Raymond, NH",,,,http://raymond-nh.com/,,Municipality,"New Customer","3673-contacts, 3677-contacts, 59909-contacts","Craig Wheeler",,,,,,Raymond,NH,03077,US,"9,674",,
1081-accounts,"Town of Peterborough, NH",,,,http://www.townofpeterborough.com/,,Municipality,"New Customer","3681-contacts, 3685-contacts","Pamela L. Brenner",,,,,,Peterborough,NH,03458,US,"5,883",,
1085-accounts,"Town of Wolfeboro, NH",,,,,,Municipality,"New Customer","3689-contacts, 3693-contacts","Dave Owen",,,,,,Wolfeboro,NH,03894,US,"6,083",,
1089-accounts,"Town of Farmington, NH",,,,http://www.farmington.nh.us/Public_Documents/index,,Municipality,"New Customer","3697-contacts, 3701-contacts","Keith Trefethen",,,,,,Farmington,NH,03835,US,"5,774",,
1093-accounts,"Town of Plymouth, NH",,,,http://www.plymouth-nh.org/,,Municipality,"New Customer","3705-contacts, 3709-contacts","Peter Furmanick",,,,,,Plymouth,NH,03264,US,"5,892",,
1097-accounts,"Town of Newport, NH",,,,http://www.newportnh.net/,,Municipality,"New Customer","3713-contacts, 3717-contacts, 9901-contacts","Paul Brown",,,,,,Newport,NH,03773,US,6507,,
1101-accounts,"Town of Littleton, NH",,,,http://www.townoflittleton.org/,,Municipality,"New Customer","3721-contacts, 3725-contacts","Fred Moody",,,,,,Littleton,NH,03561,US,"5,845",,
1105-accounts,"Town of Hookset, NH",,,,http://www.hooksett.org/pages/index,,Municipality,"New Customer","3729-contacts, 3737-contacts","Dean E. Shankle, Jr.",,,,,,Hookset,NH,03106,US,"11,721",,
1109-accounts,"City of New Castle, CO",,,,,,Municipality,"New Customer","3733-contacts, 3753-contacts","Tom Baker",,,,,,,,,,2442,,
1113-accounts,"Town of Fairfield, ME",,,,http://www.fairfieldme.com/town/visitors.php,,Municipality,"New Customer","3741-contacts, 3745-contacts","Josh Reny",,,,,,Fairfield,ME,04937,US,"6,573",,
1117-accounts,"City of Hallowell, ME",,,,http://www.hallowell.govoffice.com/,,Municipality,"New Customer","3749-contacts, 3761-contacts","Michael L. Starn",,,,,,Hallowell,ME,04347,US,2381,,
1121-accounts,"City of Grand Forks ND",,,,,,,"New Customer",3757-contacts,"Adam Jonasson",,,,,,"Grand Forks",ND,,US,,,
1125-accounts,"Town of Dover-Foxcroft, ME",,,,http://www.dover-foxcroft.org/,,Municipality,"New Customer","3765-contacts, 3769-contacts","Jack Clukey",,,,,,Dover-Foxcroft,ME,04426,US,"4,213",,
1129-accounts,"Town of Mechanic Falls, ME",,,,http://www.mechanicfalls.govoffice.com/,,Municipality,"New Customer","3773-contacts, 3777-contacts","John Hawley",,,,,,"Mechanic Falls",ME,04256,US,"3,138",,
1133-accounts,"Town of Madison, ME",,,,http://www.madisonmaine.com/,,Municipality,"New Customer","3781-contacts, 60385-contacts, 60389-contacts","Dana Berry",,,,,,Madison,ME,04950,US,"4,855",,
1137-accounts,"City of Telluride, CO",,,,,,,"New Customer","3793-contacts, 10873-contacts","Paul Ruud",,,,,,Telluride,CO,81435,US,,,
1145-accounts,"Town of Thomaston, ME",,,,"http://town.thomaston.me.us/public/, https://www.google.com/maps/place/170+Main+St,+Thomaston,+ME+04861/@44.078717,-69.1830205,17z/data=!3m1!4b1!4m2!3m1!1s0x4cadcf70bd1b0109:0xa10b7a5f30677e5f?hl=en",,Municipality,"New Customer","3813-contacts, 3817-contacts","Val Blastow",,,"170 Main Street",,,Thomaston,ME,04861,US,"2,781",,
1149-accounts,"Town of Oakland, ME",,,,"http://www.oaklandmaine.us/, http://www.oaklandmaine.us",,Municipality,"New Customer","3821-contacts, 3825-contacts","Peter Nielsen",,,,,,Oakland,ME,04963,US,"6,240",,
1153-accounts,"Town of Winthrop, ME",,,,http://www.winthropmaine.org/,,Municipality,"New Customer","3829-contacts, 3833-contacts","Jeff Woolston",,,,,,Winthrop,ME,04364,US,"6,092",,
1157-accounts,"Town of Bar Harbor, ME",,,,http://www.barharbormaine.gov/,,Municipality,"New Customer","3837-contacts, 3841-contacts","Jim Ashe",,,,,,"Bar Harbor",ME,04609,US,"5,235",,
1161-accounts,"Town of Bucksport, ME",,,,http://www.bucksportmaine.gov/,,Municipality,"New Customer","3845-contacts, 3849-contacts","Derik Goodine",,,,,,Bucksport,ME,04416,US,"4,908",,
1165-accounts,"Town of Pittsfield, ME",,,,http://www.pittsfield.org/,,Municipality,"New Customer","3853-contacts, 3857-contacts","Kathy Ruth",,,,,,Pittsfield,ME,04967,US,"4,215",,
1169-accounts,"Town of Lincoln, ME",,,,http://lincolnmaine.org/,,Municipality,"New Customer","3861-contacts, 3865-contacts","Ron Weatherbee",,,,,,Lincoln,ME,04457,US,"2,884",,
1173-accounts,"City of Calais, ME",,,,http://www.calaismaine.org/,,Municipality,"New Customer","3869-contacts, 3873-contacts","James Porter",,,,,,Calais,ME,04619,US,"3,047",,
1177-accounts,"Town of Madawska, ME",,,,http://www.townofmadawaska.com/home.html,,Municipality,"New Customer","3877-contacts, 3881-contacts","Christina Therrien",,,,,,Madawska,ME,04756,US,"4,035",,
1181-accounts,"Town of Yarmouth, ME",,,,http://www.yarmouth.me.us/,,Municipality,"New Customer","3885-contacts, 3889-contacts","Nathaniel J. Tupper",,,,,,Yarmouth,ME,04096,US,"8,349",,
1185-accounts,"Town of Camden, ME",,,,http://www.camdenmaine.gov/,,Municipality,"New Customer","3893-contacts, 3897-contacts","Patricia Finnigan",,,,,,Camden,ME,04843,US,"5,254",,
1189-accounts,"Town of Scarborough, ME",,,,http://www.scarboroughmaine.org/,,Municipality,"New Customer","3901-contacts, 3905-contacts","Thomas Hall",,,,,,Scarborough,ME,04074,US,"16,970",,
1193-accounts,"Town of Farmington, ME",,,,http://www.farmington-maine.org/,,Municipality,"New Customer","3909-contacts, 3913-contacts","Richard P. Davis",,,,,,Farmington,ME,04938,US,"7,410",,
1197-accounts,"Town of Hampden, ME",,,,http://www.hampdenmaine.gov/,,Municipality,"New Customer","3917-contacts, 3921-contacts, 59945-contacts, 59949-contacts","Susan Lessard",,,,,,Hampden,ME,04444,US,"7,257",,
1201-accounts,"Town of Rumford, ME",,,,http://www.rumfordmaine.net/,,Municipality,"New Customer","3925-contacts, 14329-contacts","John Madigan",,,,,,Rumford,ME,04276,US,"5,000",,
